"","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13"
"16",48,3.33857564546284,-1.29374971405308,12.8744385711794,-11.2219913355122,-10.4227611539377,9.74242385093791,5.46710069967676,14.771553387591,2.91637137282769,2.24360960665419,4.44337891563562,4.54153088847053,-0.490960496437804
"17",54,2.71506272587402,-1.45011737723568,12.1680159781511,-9.67754490323564,-10.32645075635,10.2876035017945,4.34401743312031,13.8720562898943,2.99896874899432,2.08858306234908,4.21836848014405,4.13980501927792,-2.40777249687157
"18",45,3.70409023648928,-1.35983375967101,12.8732974654651,-11.3617835865614,-9.90653344979659,9.3621851004884,5.0964085442597,15.1174938993627,2.49379830850164,1.49125951387397,4.46089876895256,4.22324963308408,-0.298666037831869
"19",54,3.42755074399623,-1.19192643662724,12.9398733544751,-10.3412837940835,-10.0958624034004,9.61153105574825,4.72802045125202,14.2824673226923,2.56653928549923,1.73116629066381,4.29346166458735,3.87308678548017,-1.26650459214975
"20",52,3.10026046733417,-0.887463283099876,12.9662580751461,-11.105626119361,-9.86301885064031,9.31972127258505,6.07697086860875,15.0679751150979,2.58307203966456,2.13239180283405,4.31931219236234,4.47861430795185,-0.724914085794855
"21",43,2.98399948872675,-1.93648876892546,13.1815012233305,-9.01836919890419,-10.0334773158293,9.81111966124806,4.80017201425512,14.234566166101,3.04846543700492,2.17655565911111,4.64843938949166,4.08070185772673,-1.9216137980997
"22",54,3.5916315843846,-1.49647006941764,12.2391140080551,-11.0546635175904,-10.4004756975884,9.84819380685789,5.06778978468628,14.491383160678,2.31972966273108,1.95266255882986,3.96157754120461,3.86742882955791,-1.40063530420296
"23",37,3.15741306912775,-0.265645332842437,12.3906863735382,-12.3960597905564,-10.49095828273,9.98967562000097,5.90676451800618,15.5087039560829,2.51197932842727,2.48322339052108,5.0015606425759,4.43159084556418,0.212307101150281
"24",61,3.21593171979499,-2.06460411107125,12.6953499155282,-9.11820820671088,-10.3021004915401,9.82879404993879,4.67827597488063,13.8879037313673,3.05787229153878,2.25037326189779,4.1733699888427,3.93126349374543,-2.28016046533788
"25",45,3.70520649936688,-0.75189405335348,12.5907850610615,-11.9887462628809,-10.4627363384981,9.48220566077879,5.54626960710517,15.0501685777299,2.64221157799013,2.15150543035501,4.87381795238685,4.42705191730475,-0.504812530986789
"26",66,3.52057213907516,-1.09979326978185,12.3273403114862,-10.8076270386451,-9.79457022446631,9.30853367230249,5.45753215040621,14.7357471950482,2.56337519721673,1.72719701818546,4.20569687491425,4.17252722292291,-0.577510627385254
"27",38,3.31039708259917,-1.5805208341685,12.7543378270824,-10.1940335213216,-10.4423758443952,9.77013709688828,4.67796885446267,14.1678509540334,3.22373805769395,1.94982442275676,4.74762694764018,4.28372514241308,-2.18073188725601
"28",70,3.4123265628246,-1.23152786400214,13.5650232179459,-9.96361191408507,-9.74617958441257,9.25187037359203,5.2986698300215,14.9993196677145,2.75029393845231,1.66465227847838,4.2294373147014,4.22510437828992,-0.907172888923448
"29",48,2.7558997736004,-0.590363283431736,11.7549343058482,-10.4555232882483,-10.1748264156076,10.6483794419446,5.65478082048642,14.3834715557473,3.60661184505991,2.88231676656997,4.74764166340218,4.42665595431738,-1.70432798305194
"30",52,3.57607678311646,-1.07313033693107,12.2568758860039,-10.7602146160171,-9.85236104992884,9.4070304960542,5.46298551093129,14.5836763902246,2.19351470124475,1.43156839985794,4.4407431669003,4.00885245415064,-0.990587304592306
"31",31,3.3862079499073,-1.27823208777933,11.6616649516934,-11.2586718650125,-10.8293924205523,10.0069982710719,5.46775424688242,14.5666867390696,2.68853297858146,2.32222836870989,4.17096646988403,3.91018918491478,-1.37870270060862
"32",41,2.93053141027458,-1.04539378224268,12.4458974274958,-11.5464711092685,-10.4584858199411,9.87785227932031,5.98731811781081,15.0607435983114,2.50782030459569,2.60052491239521,4.56727772980074,4.40641507617598,-0.67619946918335
"33",70,2.90294139437149,-1.16647804262148,13.0974432761078,-9.7016473563695,-9.79662878424888,9.13490973673185,4.91356163975258,14.6891735896823,3.18138540777251,1.42710864228459,4.76810434451577,4.91723491777886,-1.52792604010187
"34",56,3.5036461445044,-1.30885181700282,12.5170139338843,-11.268161670626,-11.0619916987847,9.48585411828582,5.44707469639212,14.7653133615018,2.27791605906805,2.2499698751574,4.61724875873682,4.01747767451858,-0.0606605211345308
"35",49,3.25791359600861,-1.89999975910336,13.3731654505107,-10.0044192821581,-9.89744739428634,9.18530344249365,5.14390690489914,14.9850915075507,2.51226575083198,1.39550813253643,4.29389662243589,4.23964143762637,-0.940224320196885
"36",41,3.17582842333569,-1.16937145370284,12.5748256163317,-10.372982319952,-10.6669439537941,10.0422010740511,4.83828717066282,14.4175882364233,3.21169689482947,2.23538273762401,4.22814653201549,4.35459445588083,-1.45733350357128
"37",47,3.23221035898602,-0.878979287023198,12.4853616157008,-11.9444753618557,-9.96927353227442,10.0427464643452,5.48025522322151,15.3887968699044,2.63650375022865,1.80260987127212,4.73210077389256,4.59346551724948,-1.04085616101428
"38",58,3.41439481477549,-1.19744951051115,11.7682621873261,-11.8732781490304,-10.9268785706054,9.66295967880787,5.89998830521243,14.8859103588797,2.42342361777115,2.79272408449582,4.56000819837191,4.44495728280561,-0.728612407724898
"39",42,3.00086765989633,-1.00003405995196,11.8167163227823,-10.8027150519541,-10.1357440404609,10.5851239299621,5.2438772410805,14.105265086602,2.83262049071736,2.33523773619592,4.40487462231924,4.35515044781042,-1.74508424997975
"40",39,3.5928930930606,-1.4740778481974,12.9317309846916,-10.1921931655532,-9.92014433843346,9.46392970511409,5.22924607433792,14.2023824495576,2.43536257733894,2.17319430026549,4.05636981797632,3.97416391829147,-1.08732275752747
"41",50,3.18304678557086,-1.03129575057221,11.5472832742159,-11.2229617206198,-10.5176564417341,9.48515955944245,5.63626892137002,14.8769413159498,2.21587387435891,2.3218771561883,3.93572483975896,4.37628206064202,-1.09133416229754
"42",55,3.07302548575713,-1.20835209882965,12.2018826957566,-10.8756374906434,-11.0750683616284,10.1677871926166,6.05965732085793,14.3720919219014,2.67524585659271,3.42916854006701,4.57300160208499,4.27362527646442,-1.06956131547183
"43",44,2.6349536241205,-0.272189878233583,12.4506826871121,-11.17995718191,-9.87445134829533,10.1685075621381,5.43274966666062,14.9255406641568,2.98413049887602,2.15160031946461,4.46311894819455,4.59971211392495,-1.14916354893273
"44",48,3.66838634196301,-1.70966549878178,12.7066788332839,-10.3939325922243,-10.6311735657319,9.58951669883394,4.67538768387313,14.1023435300451,3.19669552616968,1.43021710317997,4.67287921242036,4.43084007083134,-1.06958330179618
"45",49,3.72854530589941,-2.2000587030956,12.9415758840055,-9.56564002448889,-10.192023466897,9.5812841881056,4.82787975567154,14.1162135107517,2.99640262108288,1.66923112161338,4.33130932326415,3.7131329417593,-2.2793100826645
"46",43,3.71687083202638,-2.15531332406207,12.0443840504781,-10.8157764001959,-10.4924356010063,10.4259165458218,4.40557513572023,13.4073673638098,3.29914130630628,1.74041327684354,3.67845235030852,3.83443337374893,-2.02539380386466
"47",49,2.33804607744443,-0.536472317270771,12.4663818321149,-10.986440111118,-10.445998294418,10.2887565723909,5.86591619150254,14.6949118044873,3.38227116121926,2.43128171955132,4.80480072145613,4.71200430532716,-0.850295439522874
"48",64,3.07833238831409,-1.01919795950142,12.4008889205625,-10.7366336884697,-10.0576602952561,9.74944494079717,5.94514824382071,14.8427670957982,2.31741903049385,2.28706387167955,4.60337056857686,4.20108502286691,-1.73622605432369
"49",42,2.97547733672919,-1.4748473713496,12.0699071319465,-10.7221681940915,-9.90025819857024,9.60294207997355,5.34947427013459,15.1934681097142,1.9478707382023,2.27399465620137,4.11722887645218,3.99987089142264,-1.21518729087193
"50",40,2.50828941502199,-0.838684792838221,12.3679404317283,-11.1265543036434,-9.59527810413039,10.2305928680024,5.62813611375383,15.1191201519803,3.13745777495681,2.46001776596305,4.94966668922145,4.71396629330772,-1.21308152926717
"51",47,2.93954279411933,-0.47719914790792,12.0319394051387,-11.4867565255366,-10.3350617079057,10.1712228811328,5.76946156030473,15.0573255193759,2.40281722820394,2.25892261078037,4.42530084819139,4.58843716666141,-1.17503197121563
"52",71,3.32311678811464,-2.01351533646155,13.0011070048124,-10.0200507288773,-10.0169956243328,9.79139181659718,4.65037802470236,14.4836410095868,3.22923057630795,1.86027826364295,4.36885639517081,4.4865262645317,-1.40230734360383
"53",57,3.21449276925494,-0.67304009901817,12.5310179254118,-11.1397615430018,-10.7400026454867,9.43963035291483,5.66687314266581,14.8585418647707,2.21068384413009,2.36675373814007,4.09366715591009,4.0927199585781,-0.550576493628776
"54",74,2.91558153039317,-1.82461106565198,13.0544855393437,-9.84743381711377,-10.2201810938139,9.87554613954007,5.40794150082565,14.4138344172595,2.5574804195202,1.77912864198803,3.8252751053063,4.15842348684979,-2.29608452883854
"55",45,3.34954526044877,-1.3205076075443,12.1146971627081,-12.5599970817252,-10.6255332289864,10.1984804042981,6.01170990050615,14.7536861893754,2.4945334601598,2.41596777420252,4.66992271755473,4.27464461231631,-0.161871042773193
"56",62,2.97469406065194,-1.71184874132429,12.7177453429899,-9.91206801738225,-10.1322561531293,10.1042087879544,4.83188338694635,14.1403448056084,2.82028150997727,1.49455064663928,4.24381262290343,4.09157367476228,-2.26645337882583
"57",52,3.73740856112289,-2.12962343941971,12.7176559345081,-10.623188279148,-10.2992882422935,9.19430439781351,4.79092969161808,14.9390216556051,2.261929523479,1.58710073527404,4.54700855005127,4.03048172529289,-1.06771524633347
"58",52,2.88995487696927,-1.32475622413005,12.3319832857295,-12.0663216845423,-10.368329809485,10.1418418580566,5.91252552079956,15.0518189799681,1.71174401464005,2.40331873663845,4.06728629008787,4.23818506454998,-0.983578014738931
"59",70,2.9166162355779,-0.788218890853546,12.5349896019598,-11.4203055112353,-10.9021738212608,9.63288587206,5.84417372618071,15.1566909863621,2.06997842590766,2.48534897645723,4.55968934950228,4.36327866928251,-0.280099400760508
"60",54,3.64248461351321,-1.88434282978287,13.1964023400893,-9.64502772000735,-9.89209151717925,9.21465694012746,4.70162435254961,14.5227328789644,2.43831307771172,1.71743854967978,4.02461458697564,3.73234058826244,-1.32143416648768
"61",50,3.13616334197782,-0.741199266532629,11.5802763071056,-11.9639004921214,-10.5065282600987,10.3000869227064,5.11322327351939,14.5795838128513,2.74234594558421,2.37239305919061,4.2913153456613,4.47842025016537,-1.07337222639253
"62",45,3.31168462359141,-1.43707203630727,12.5981338901093,-11.6318943696505,-10.5522538206179,9.76836772075428,6.04548564914487,15.0666509817881,2.76243309042885,2.05224151581934,4.56173468372374,4.4507321288594,-0.245243605754428
"63",63,2.7232543934491,-2.06157975200184,12.902189905798,-8.97973063177221,-10.438837898636,9.74598885888262,4.91168921253506,14.0345677552723,2.60903935763048,1.85990168763202,4.09027553492755,4.03692576064298,-2.35124829640842
"64",68,3.59148144314965,-1.47964049794102,12.7980176140793,-9.92500967802764,-10.2400664984784,9.49678152179771,5.27970604589521,14.8021706171116,2.43229527981704,1.94090354934295,3.95990180052744,3.91203575456389,-0.730273062296613
"65",58,3.29262569227967,-0.779964262950535,12.0366678101379,-11.8801307061971,-10.2714065433922,10.0250684398647,5.43422813025038,15.0218581866931,2.69626424526255,2.36697148458439,4.11782487348658,4.45560141745705,-0.527122896249416
"66",40,2.74963539856489,-1.03783345362399,12.3202319836734,-9.44623025703826,-10.4419713996905,9.93279951204177,5.19880731791814,14.2467817447567,2.94426661465552,2.48613920719562,4.19435479237591,4.19079710877079,-2.5642225307645
"67",54,3.21297297512509,-1.22846418759132,12.4965758228909,-10.6577372539597,-10.8240602477279,10.3199449040752,5.24162069588211,14.2949350706271,2.9814927983642,2.27847616950456,4.56819971509936,4.14362876104027,-1.82013758293662
"68",50,3.36497165352002,-1.18456300397779,11.9459213367505,-10.9216646849762,-10.8213702782533,9.90245049020036,5.08246987185278,14.2818814626135,2.19483301072878,1.99581677211004,3.96045947687553,3.71903466586165,-1.47065067218123
"69",41,3.25704834864066,-1.46361413712482,12.2241380454311,-11.2189989528322,-10.5738542828136,9.16310978317094,5.50650617549494,14.7420072421564,2.29127029330078,2.10126196224942,4.2441202107498,4.09927562322449,-0.34209514314471
"70",30,3.70582576733035,-1.11205890067055,12.5078440007472,-10.927386976305,-10.1179177066684,9.85167900686174,5.18857050193399,14.7245023501884,2.63640324580641,2.35053134152323,4.17565133687445,3.79090816723366,-1.00099674820463
"71",70,3.49864067294758,-1.50424281693659,11.7213877722283,-10.8507500246876,-11.0980301384562,9.62962009349661,5.52336856751145,14.5788898693558,2.34976619264076,2.4926870769078,4.03341347433084,3.9148806540002,-1.20368455640039
"72",69,3.00686250926556,-0.718950599215315,12.2827317903184,-10.6906612236701,-10.6057362235339,10.3606830820463,5.40956714759373,14.7500762384156,3.14140132693866,2.48501974091084,4.5728637101275,4.42331098796154,-1.41978611158638
"73",56,3.91490543287879,-1.72588808171183,12.1541146576436,-10.4232106553942,-10.7783374535353,9.42139810690898,5.45822808770595,14.0980827573547,2.28946642177529,1.98182231151289,3.78349077139117,3.63701712228509,-1.76934133701242
"74",44,3.52340085947274,-0.844427290732012,12.668468119519,-10.4483949124354,-10.3735805137802,9.16865341143263,5.22449474038736,14.6490455729307,2.65881743386832,1.67707348911397,4.51157632983675,3.80135296851778,-1.17623757452931
"75",41,3.51143358128363,-1.3920063272547,12.3706080086063,-10.6075838559124,-9.5951341299241,9.79012853225093,4.9861252781612,14.5829221155489,2.63986100143997,1.45689261114219,4.1198704226683,3.80745005331164,-1.86860503193489
"76",57,2.7527750018598,-1.33678005148708,12.1756888813662,-10.8282689518042,-10.6975666948097,9.85275716204447,5.11838275861399,14.3396005656092,2.74272910227707,2.19119842292274,4.1308522630336,4.33265054161651,-1.37727328359412
"77",50,3.02735582295213,-0.659943109877497,12.6503161810615,-9.38938248005225,-10.0920737460916,10.214973983308,4.35692166719323,14.0241458974515,3.46362580306636,2.08668938464045,4.12473581835635,4.33119698889043,-2.03968459833285
"78",42,3.52684652733667,-1.61259225784643,11.8938669088654,-10.7205413304961,-10.1402059841096,10.1530258928571,5.17913300434461,14.5088911782941,2.65945701461438,2.0591703345685,4.26351436342797,4.02734752744913,-1.44920755499285
"79",51,2.50432357355031,-0.65841789656388,12.0342902274537,-12.5878234455185,-10.4716508766842,10.8598626349802,5.63242293996509,14.8714241142683,2.74461458024058,2.66317344813316,4.24739851345977,4.64248073414565,-1.03716613404762
"80",62,3.35263532597442,-1.45789056412826,13.2183543498783,-11.8321890697653,-10.5843034137035,9.04767866931461,5.90993270513903,15.7038690640531,1.44121162362789,1.47260996570024,4.73323651771628,4.04506325863011,-0.670749046569601
"81",51,3.13316184056566,-2.04430848370802,13.3065806300094,-10.5813584689301,-10.5595894440599,9.59735594815582,6.18961120739775,14.5099253978167,2.15317939104855,2.36055287637596,4.33920194188487,4.17706165840255,-0.910905512834419
"82",63,3.26392175447866,-0.868538401467932,12.3029510310819,-11.5922430934959,-10.0266784834427,10.3972313888923,5.24355353915768,14.4035789669833,3.20816093393655,2.45713589358399,4.50801540754941,4.35278308457264,-1.03173802551484
"83",45,3.74889112656724,-1.76510188905301,12.7722874347965,-11.1442370328823,-10.1618934254305,9.74819425632544,5.46207705011292,14.657214878914,2.38776148636564,2.00387302880848,3.86048611954455,4.07945509088581,-1.06247600780889
"84",58,3.08414825002451,-1.19736762089867,12.8358651436744,-10.8836684057431,-9.54688239876171,9.48062727335506,5.68646557084065,15.1602009901045,3.09884006700196,1.84834968241206,4.26952604997519,4.37828953340694,-0.753434859502673
"85",58,2.90308300692563,-1.46384248641655,12.0591105068016,-11.3999014192778,-10.0926701081434,10.173789109274,5.4635166014496,14.3024532949628,3.02045836690939,2.25349206942156,4.36771708773693,4.36980630305012,-1.57328203520512
"86",58,2.96822333849705,-0.611464634989724,11.7608389267934,-11.4134212727495,-9.96221267143722,9.93663840964211,5.24931634297362,15.0721465487591,2.8574894502273,2.46586107199394,4.50641897789159,4.60519768513487,-1.18950467795942
"87",46,3.07188794487527,-1.50144875263585,12.9583720599406,-11.0411906904453,-10.5831425002443,9.79180570764962,5.46017456105473,14.5076031047287,2.91774917441798,2.00250195813999,4.206895165599,4.37821000539057,-1.50318881802947
"88",47,3.26995647652258,-1.12250021058171,11.574081272208,-11.1541537118265,-10.8145626536568,9.95689878274377,5.53141797322991,14.5544430924581,2.22739558859474,2.51703187443602,3.70461510151487,3.74529043387798,-1.393262922654
"89",71,2.93886600975337,-1.1718191304642,13.1983590522294,-10.4009055910696,-10.3236082471791,9.08400684160072,5.58134883832385,14.5013276035679,2.82907731903239,2.18877227651161,4.76954869185541,4.39604197048434,-1.42929926966347
"90",42,3.71566418194186,-1.29570796009972,12.1005202601975,-9.07484898108157,-10.3152419983219,9.31179033811723,4.84899984539015,13.9457360446796,2.94196276305862,2.21038271406821,4.22807666161432,3.71572459739682,-1.83426535960982
"91",58,2.89914320233055,-1.14845790870052,12.1975297935044,-10.8860185755561,-10.6550422935268,10.2839921430999,4.75667949049627,14.5568050643755,3.2086970914188,2.44187984731964,4.01252874900422,4.4174396701084,-2.02284819043533
"92",54,3.48158727090132,-0.384017692345453,11.3292901646568,-11.1142254654813,-9.91684417324804,10.0371832239702,5.2608390021265,14.9335621342851,2.24061825471378,2.12602193622094,4.45041382465882,4.08830797784137,-1.4213859547794
"93",46,2.96473977738431,-0.80701942722393,11.9805139496327,-11.5175543909663,-10.2671965649538,10.1988086575952,5.35940571082245,14.8637407397593,2.97268183742146,2.20956284576597,4.78485722265513,4.46467447725583,-0.765609823927194
"94",43,3.40607531340931,-1.5701421936759,12.5273493497456,-10.1855877308938,-9.69855348431816,10.1577667852253,4.76681765769565,14.3737551030975,3.01967233153857,1.50398849705948,4.41470937171852,4.07277042891042,-1.74500683045899
"95",50,3.53502514078455,-1.8749702361845,13.0703517394706,-12.4076892259876,-9.77901698467505,9.55912222337371,6.01305487850524,15.0712250279108,2.4743405257015,1.60010800287091,4.61495134438441,4.52426290870155,-0.166068242136639
"96",49,2.89018423040676,-1.65229172088935,13.289968854853,-10.1309007630559,-9.55912286388123,9.78057273264527,4.58278218256469,15.0105096810611,3.01753506983874,1.52151530867372,4.49818833898635,4.38064569274241,-1.14817167720471
"97",53,2.97506152630806,-0.81679878033459,12.40631615618,-10.3933447522921,-9.81986466934828,10.055813584727,4.8254244817217,14.0514389289327,3.20840301780708,1.9075415089633,3.83337657620248,4.26209609581399,-1.77164831128814
"98",51,3.86023585172705,-0.55324291958204,12.3009731075441,-10.9463813079793,-10.2825736798472,10.1660066939244,5.21728992570467,14.3120775917235,2.78093421755111,2.12933909495911,4.00771981412853,4.15026341325128,-1.23096746074401
"99",64,2.50500162207744,-0.430531127687226,12.0801231359119,-11.6947900943295,-10.2502970432006,10.2942336713674,5.65094314677823,15.0813103269273,2.80602536524427,2.37011482812357,4.73109607856575,4.63618376983149,-1.65142906086377
"100",53,3.08631985076663,-1.16846861609907,12.1772061160775,-10.8767137170185,-11.4148590405572,9.97571916387919,5.83952686287731,14.6097241158793,2.80322751131914,3.28364409789764,4.40592561066558,4.33060574094375,-0.648797268994035
"101",44,2.7542304403343,-1.54788770647481,12.9562958841814,-11.1993090103203,-9.58046683983319,10.2599679047176,5.30615135570422,14.7724162909893,3.81805360125493,1.99139971974928,4.85810169800961,4.94662305178549,-1.22449631263437
"102",40,3.35852819008713,-0.962043505995431,11.9083308996198,-11.0137087361338,-9.81587087511005,10.3817062431879,4.96467000006966,14.1048825025983,3.15515375541372,1.79195699496954,4.40761364580057,4.03352470187958,-1.62653339143691
"103",42,3.47821516181207,-1.63228755435859,12.8557610286372,-10.0466083561579,-10.1537706949514,9.59861765339643,5.54329526483083,14.4553469389318,2.78723805769835,2.44108099940229,4.32240806154506,4.17107684765555,-1.70481335559422
"104",51,2.706826756206,-1.57255373205782,12.8081713953162,-10.8595706661267,-10.2092717233039,9.8542479897569,4.96913507130054,15.0816227365741,2.83017383839629,1.82147688800933,4.88371489008392,4.43091536709406,-1.49635243091614
"105",58,2.80441237580499,-1.67721691957802,12.4080915685047,-10.8858029581546,-10.509324118334,9.82761763925319,5.76011706322131,14.6637627556175,2.28975504524357,2.39207249121573,4.13881165280645,4.11305089063771,-1.13033798180873
"106",49,2.769841012656,-1.58497856342655,13.3487317073471,-11.0622517700838,-9.97428751802798,9.89576395684092,5.57834028991684,15.2429897030691,2.47661635390289,1.87558734512252,4.01809080870643,4.22427618471598,-1.10558844165647
"107",34,3.51848520401606,-0.819165113491593,11.6830700556913,-12.3899551109858,-11.2010168926642,10.5702466371982,5.51846310333827,14.3868418118805,2.9458282170461,2.77741314296746,3.9327737518283,4.40469989970233,-1.13879469683826
"108",51,3.37318800161546,-1.08151930044444,11.3462376267768,-11.534939787586,-11.2453959611983,10.3014624869252,5.44796815753153,14.4214456843538,2.96080008266295,2.83133542977272,4.3831359309468,4.16263481177435,-0.803924443862489
"109",43,3.72287801741536,-1.62610970545975,12.6357732989398,-11.6918767846108,-10.7851794450472,9.19784716547677,5.95906526319738,14.4739159984667,2.16771082348618,2.03435584459704,4.77319233393315,4.13030339366961,-0.364096886209266
"110",65,2.77707408851117,-1.30008385456147,11.8806686589961,-10.2777812012452,-10.5610938311109,10.5935672496922,5.66240519831432,14.1552082677353,2.96025686257234,2.63309176036664,3.9608732164652,4.18755791911309,-2.38064775288457
"111",51,2.90394264203414,-1.09604808946267,12.4321638485603,-12.1397534804653,-10.5219549716788,10.2449440456053,6.18330299089554,14.9271895002996,2.49888375072364,2.31263610278177,4.27580492360125,4.03109291887709,-1.05239900868403
"112",67,3.80490772566482,-1.80086793873446,13.1472096820695,-10.2743820677088,-10.6174098395653,9.22633550287899,5.61125785895546,14.6167434513766,1.7765418349572,1.89602550189029,4.3611818215783,3.73128965311326,-0.772549161233303
"113",53,3.20037429937281,-1.66889951936838,12.397900225016,-9.65717789334604,-10.3264148101937,9.60384089027422,4.48335620249461,14.2334105266542,2.59131691899089,1.16441295517464,4.38477518365753,3.91205274514339,-2.19637121308927
"114",25,3.75859933944965,-1.82817033268193,13.1455104496376,-10.2724763389415,-10.0974831462852,9.8725130217682,4.51782406767863,13.8697020102544,3.46488816437811,2.14689851956363,4.79806126954395,3.90682586498032,-1.57667266574268
"115",47,2.88199758852735,-1.40074620442845,12.344698664853,-10.377772737563,-9.86618114335608,10.2630733970117,5.0496766806921,14.4505278025668,3.38986157324666,2.0253940272622,4.09565805040098,4.36679921426745,-1.9119468689663
"116",48,2.65783646996833,-1.42873732963532,13.3663839206095,-10.3160155242942,-9.81183618364497,9.53368639370376,5.89744243292456,14.6696507550417,2.64600745469976,1.64768341297122,4.75774871859123,4.64561938793393,-1.33935400532885
"117",36,3.2977313147278,-1.22395171622171,12.4883342545636,-11.283663193422,-10.4301434694414,10.1700013654357,5.7728880398511,14.3575270390677,2.98492952029023,2.39748792684366,4.60524086799017,4.60292170750909,-0.884328379315001
"118",58,2.15095710745707,-0.616072934973384,13.4708043792706,-10.4128630226941,-9.85231329346059,9.76578353926349,5.57431399272638,14.6782237162176,3.29439594913612,2.23895903362244,4.63808588150484,4.93867161571103,-1.42888886611801
"119",48,3.75951860874199,-2.21916517199044,12.370257741277,-10.0539100101724,-10.5685954543282,9.48377656877854,5.4760878764139,14.3915597177161,2.54427765522545,2.00298265660645,4.38765660420901,3.97951621946158,-1.7935039594138
"120",45,3.10285137188276,-1.1199214861159,12.2083577662857,-9.72758465340763,-9.98224268698612,10.0645718116929,4.31506603427465,14.352409847439,2.9633780958619,2.14072311292502,3.9580076470069,3.88348614161351,-2.27216990395847
"121",36,2.58417770835545,-0.657199848938299,12.1748575491639,-10.8991053465225,-10.6635742478308,10.3001595563053,5.86482954378881,14.2331681412198,2.92826683219047,2.44861797782491,4.42536898057713,4.30509325055783,-1.67656505676954
"122",47,3.28058136602845,-2.17596655140604,13.3969725328939,-10.5598838379099,-9.76954358888402,9.53061736530699,5.14251016558636,14.7880500410903,3.04018984935134,1.57664365882552,4.21348033159788,4.31801003742445,-1.17510183340055
"123",59,3.69127005769876,-1.73013539966029,13.1969899593632,-10.8996389501855,-10.560525112561,9.20818640677719,5.62140212721551,14.6703683001357,2.33931888440901,1.59783253854984,4.31546527208526,3.93564030792083,-0.736983293062971
